Date of Sale,Address,Location,Boarea,Biarea,Total Area,Number of Rooms,Plot Area,Closing Price
2023-06-02,Ställets bygata 156,"VillaVilla Ytterby, Kungälvs kommun",146.0,0.0,146.0,7,742,6495000
2023-06-01,Hallebäcksvägen 24,"VillaVilla Timmervik, Kungälvs kommun",105.0,0.0,105.0,4,1337,5250000
2023-06-01,Bergkristallvägen 8,"VillaVilla Kode, Kungälvs kommun",127.0,8.0,135.0,4,518,4795000
2023-06-01,Hammarhöjden 670,"VillaVilla Bohuslän, Kungälvs kommun",100.0,47.0,147.0,0,1090,3200000
2023-06-01,Sålådevägen 554,"VillaVilla Ullstorp, Kungälvs kommun",173.0,0.0,173.0,6,800,8600000
2023-05-31,Hjälmgatan 7,"VillaVilla Ytterby, Kungälvs kommun",96.0,0.0,96.0,3,463,4000000
2023-05-31,Strömgatan 9,"VillaVilla Ytterby, Kungälvs kommun",127.0,0.0,127.0,5,890,6295000
2023-05-25,Krappvägen 570,"VillaVilla Ullstorp, Kungälvs kommun",230.0,25.0,255.0,8,788,9500000
2023-05-19,Norrmannebo 650,"VillaVilla Bohuslän, Kungälvs kommun",143.0,50.0,193.0,6,20500,5800000
2023-05-18,Ängsgatan  23,"VillaVilla Centralt, Kungälvs kommun",91.0,87.0,178.0,5,743,4625000
2023-05-18,Stenåldersgatan 14,"VillaVilla Stället, Kungälvs kommun",107.0,0.0,107.0,5,452,5050000
2023-05-17,Spaghamnsvägen 7,"VillaVilla Tjuvkil, Kungälvs kommun",110.0,0.0,110.0,5,1664,5000000
2023-05-17,Östergårdsgatan 3,"VillaVilla Ytterby, Kungälvs kommun",215.0,62.0,277.0,7,1020,4860000
2023-05-16,Romelanda nedergård 160,"VillaVilla Romelanda, Kungälvs kommun",139.0,0.0,139.0,5,1196,2625000
2023-05-15,Toreby 240,"VillaVilla Kärna, Kungälvs kommun",89.0,89.0,178.0,5,1245,3405000
2023-05-12,Murhammarvägen 12,"VillaVilla Kungälv - Kareby, Kungälvs kommun",174.0,17.0,191.0,6,700,5200000
2023-05-08,Kämpegatan 4,"VillaVilla Kungälv Centrum, Kungälvs kommun",128.0,43.0,171.0,5,1160,5000000
2023-05-07,Vesslegatan 14,"VillaVilla Olseröd, Kungälvs kommun",159.0,17.0,176.0,5,349,5550000
2023-05-04,Bastubäcksvägen 26,"VillaVilla Kode, Kungälvs kommun",44.0,36.0,80.0,4,1199,1775000
2023-05-02,Karantänsgatan 9,"VillaVilla Kungälv Centrum, Kungälvs kommun",130.0,0.0,130.0,6,659,4500000
2023-04-30,Vävra 297,"VillaVilla Hålta, Kungälvs kommun",161.0,55.0,216.0,5,1587,5300000
2023-04-29,Lerskärsvägen 8,"VillaVilla Tjuvkil, Kungälvs kommun",84.0,50.0,134.0,4,1458,4500000
2023-04-26,Brunnefjällsvägen 21,"VillaVilla Kärna, Kungälvs kommun",82.0,13.0,95.0,3,1741,3500000
2023-04-26,Klockarvägen 7,"VillaVilla Kungälv - Romelanda, Kungälvs kommun",162.0,0.0,162.0,6,706,4050000
2023-04-25,Sålådevägen 546,"VillaVilla Kungälv - Ullstorp, Kungälvs kommun",145.0,19.0,164.0,5,804,6700000
2023-04-21,Östra Trädal 320,"VillaVilla Ytterby, Kungälvs kommun",130.0,50.0,180.0,6,8185,7495000
2023-04-20,Lundby 565,"VillaVilla Kareby, Kungälvs kommun",101.0,0.0,101.0,3,1935,4390000
2023-04-18,Kuskalundsvägen 39,"VillaVilla Kungälv - Hålta, Kungälvs kommun",70.0,13.0,83.0,3,1745,2600000
2023-04-18,Häradsvägen 6,"VillaVilla Ytterby, Kungälvs kommun",137.0,0.0,137.0,7,468,4250000
2023-04-18,Kareby kyrkväg 149,"VillaVilla Kareby, Kungälvs kommun",137.0,0.0,137.0,5,1951,4300000
2023-04-15,Kuskalundsvägen 32,"VillaVilla Hålta, Kungälvs kommun",79.0,0.0,79.0,3,1494,3050000
2023-04-15,Munkegärdegatan 243,"VillaVilla Munkegärde/Ulvegärde, Kungälvs kommun",133.0,0.0,133.0,6,817,5150000
2023-04-14,Backsippegatan 5,"VillaVilla Ytterby, Kungälvs kommun",115.0,0.0,115.0,5,598,4200000
2023-04-10,Stora Risby 550,"VillaVilla Hålta, Kungälvs kommun",100.0,86.0,186.0,3,1640,3850000
2023-04-03,Västra gatan 28,"VillaVilla Kungälv - Centralt, Kungälvs kommun",155.0,32.0,187.0,6,600,5250000
2023-03-30,Östergårdsgatan 23,"VillaVilla Ytterby, Kungälvs kommun",180.0,48.0,228.0,6,840,5225000
2023-03-27,Hermansby 165,"VillaVilla Kärna, Kungälvs kommun",134.0,0.0,134.0,4,2005,4900000
2023-03-24,Lefstad 155,"VillaVilla Kärna, Kungälvs kommun",145.0,0.0,145.0,6,1545,5700000
2023-03-24,Kullegatan 12,"VillaVilla Centrum, Kungälvs kommun",190.0,163.0,353.0,7,660,6600000
2023-03-23,Bräcke 105,"VillaVilla Kungälv - Kärna, Kungälvs kommun",204.0,0.0,204.0,6,1906,5295000
2020-03-31,Duvesjön 216,"VillaVilla Bohuslän, Kungälvs kommun",153.0,0.0,153.0,5,2091,4135000
2020-03-30,Lyckan 2,"VillaVilla Komarken, Kungälvs kommun",111.0,60.0,171.0,7,861,3630000
2020-03-28,Klövergången 8,"VillaVilla Centralt, Kungälvs kommun",125.0,0.0,125.0,4,402,3730000
2020-03-27,Häradsvägen 30,"VillaVilla Ytterby, Kungälvs kommun",130.0,0.0,130.0,0,372,2400000
2020-03-27,Murhammarvägen 1,"VillaVilla Kareby, Kungälvs kommun",122.0,0.0,122.0,5,822,3510000
2020-03-27,Löstorp 160,"VillaVilla Kareby, Kungälvs kommun",62.0,24.0,86.0,3,1282,2850000
2020-03-27,Ädelstensvägen 52,"VillaVilla Kode, Kungälvs kommun",123.0,0.0,123.0,3,334,4150000
2020-03-27,Sundhammarsvägen 480,"VillaVilla Sundhammar, Kungälvs kommun",167.0,0.0,167.0,6,2290,4680000
2020-03-26,Harkvägen 343,"VillaVilla Kungälv, Kungälvs kommun",131.0,0.0,131.0,5,0,4000000
2020-03-26,Östergårdsgatan 61,"VillaVilla Tega, Kungälvs kommun",179.0,0.0,179.0,6,1204,5010000
2020-03-23,Rishammarvägen 11,"VillaVilla Kareby, Kungälvs kommun",115.0,28.0,143.0,6,2862,5525000
2020-03-20,Beryllvägen 25,"VillaVilla Kode, Kungälvs kommun",123.0,0.0,123.0,5,383,4100000
2020-03-12,Västra gatan 18B,"VillaVilla Centrum, Kungälvs kommun",160.0,0.0,160.0,6,746,6000000
2020-03-11,Alvägen 1,"VillaVilla Diseröd, Kungälvs kommun",126.0,43.0,169.0,6,668,3795000
2020-03-09,Byvägen 50,"VillaVilla Ödsmålsmosse, Kungälvs kommun",163.0,52.0,215.0,5,1275,4400000
2020-03-07,Kulleskärsvägen 37,"VillaVilla Tjuvkil/Lycke, Kungälvs kommun",64.0,0.0,64.0,3,1456,2650000
2020-03-06,Skårsäng 25,"VillaVilla Kärna, Kungälvs kommun",147.0,9.0,156.0,6,547,4650000
2020-03-05,Häljeröd 380,"VillaVilla Diseröd, Kungälvs kommun",140.0,190.0,330.0,7,3521,4425000
2020-03-03,Östergårdsgatan 27,"VillaVilla Ytterby, Kungälvs kommun",156.0,0.0,156.0,5,777,4450000
2020-03-03,Tjuvkil 140,"VillaVilla Tjuvkil, Kungälvs kommun",80.0,12.0,92.0,3,2819,2900000
2020-03-02,Fontinvägen 32,"VillaVilla Kungälv Centralt, Kungälvs kommun",160.0,50.0,210.0,7,811,6300000
2020-03-02,Duvesjön 327,"VillaVilla Kungälv -Duvesjön, Kungälvs kommun",103.0,24.0,127.0,4,1320,3900000
2020-03-01,Ulvedalsgatan 10,"VillaVilla Ulvegärde, Kungälvs kommun",154.0,0.0,154.0,5,1031,5100000
2020-02-28,Truskärsvägen 9C,"VillaVilla Tjuvkil, Kungälvs kommun",168.0,0.0,168.0,7,1039,5750000
2020-02-27,Ivar Claessons gata 8,"VillaVilla Kungälv, Kungälvs kommun",121.0,30.0,151.0,6,1103,5500000
2020-02-26,Storskiftegatan 71,"VillaVilla Övre Tega, Kungälvs kommun",129.0,28.0,157.0,5,798,5600000
2020-02-26,Krappvägen 556,"VillaVilla Bohuslän, Kungälvs kommun",174.0,40.0,214.0,6,783,7925000
2020-02-23,Fregattgatan 6,"VillaVilla Centralt vid älven, Kungälvs kommun",180.0,0.0,180.0,7,630,5330000
2020-02-21,Nolby 325,"VillaVilla Kungälv, Kungälvs kommun",159.0,0.0,159.0,4,29096,6700000
2020-02-21,Stenåldersgatan 59,"VillaVilla Ytterby, Kungälvs kommun",107.0,0.0,107.0,5,400,4520000
2020-02-21,Brunnefjällsvägen 26,"VillaVilla Kärna, Kungälvs kommun",79.0,5.0,84.0,3,1157,2360000
2020-02-19,Reidarsgatan 3,"VillaVilla Centralt vid älven, Kungälvs kommun",150.0,28.0,178.0,5,686,5350000
2020-02-19,Lefstadvägen 27,"VillaVilla Kärna, Kungälvs kommun",113.0,21.0,134.0,3,1351,4090000
2020-02-11,Fågelstigen 41,"VillaVilla Centralt, Kungälvs kommun",126.0,0.0,126.0,5,590,4300000
2020-02-10,Täljstensgatan 2,"VillaVilla Stället, Kungälvs kommun",70.0,0.0,70.0,3,551,3600000
2020-02-07,Rishammar 110,"VillaVilla Kareby, Kungälvs kommun",140.0,19.0,159.0,6,1205,4135000
2020-02-06,Solbräcke 214,"VillaVilla Kungälv, Kungälvs kommun",148.0,0.0,148.0,4,882,4950000
2020-02-05,Lilla Fjellsholmen 17,"VillaVilla Lilla Fjellsholmen, Kungälvs kommun",5.0,0.0,5.0,5,400,6900000
2020-02-03,Mariebergsvägen 150,"VillaVilla Kungälv, Kungälvs kommun",173.0,86.0,259.0,8,4083,4250000
2020-02-02,Åsebyberg 940,"VillaVilla Kode, Kungälvs kommun",138.0,30.0,168.0,5,57649,4400000
2020-01-30,Jägarvägen 5,"VillaVilla Diseröd, Kungälvs kommun",168.0,8.0,176.0,7,550,3795000
2020-01-28,Staby 780,"VillaVilla Kärna, Kungälvs kommun",108.0,50.0,158.0,4,2026,3050000
2020-01-28,Gräsgången 1,"VillaVilla Komarken, Kungälvs kommun",125.0,0.0,125.0,4,435,4100000
2020-01-28,Toreby mosse 600,"VillaVilla Harestad och Kärna, Kungälvs kommun",104.0,16.0,120.0,4,1622,3900000
2020-01-28,Hemvägen 19,"VillaVilla Romelanda, Kungälvs kommun",119.0,19.0,138.0,5,381,2900000
2020-01-24,Lerskärsvägen 51,"VillaVilla Lycke, Kungälvs kommun",75.0,0.0,75.0,4,1591,3125000
2020-01-22,Gårdskiftegatan 72,"VillaVilla Ytterby, Kungälvs kommun",105.0,109.0,214.0,6,856,5050000
2020-01-22,Onyxvägen 14,"VillaVilla Kode, Kungälvs kommun",123.0,0.0,123.0,5,546,4125000
2020-01-21,Duvesjön 201,"VillaVilla Bohuslän, Kungälvs kommun",38.0,9.0,47.0,2,1390,1880000
2020-01-21,Kyrkeby 296,"VillaVilla Kärna, Kungälvs kommun",146.0,0.0,146.0,5,1499,4300000
2018-07-07,Bufferöd 150,"VillaVilla Kungälv - Hålta, Kungälvs kommun",130.0,130.0,260.0,6,1209,4550000
