Date of Sale,Address,Location,Boarea,Biarea,Total Area,Number of Rooms,Plot Area,Closing Price
2015-06-30,Bräcke 330,"VillaVilla Kärna, Kungälvs kommun",85.0,0.0,85.0,4,1188,1700000
2015-06-29,Oskarsbergsgatan 10,"VillaVilla Ytterby - Tega, Kungälv, Kungälvs kommun",157.0,0.0,157.0,5,784,3200000
2015-06-27,Safirvägen 1,"VillaVilla Kode, Kungälvs kommun",131.0,0.0,131.0,5,753,2700000
2015-06-26,Strömgatan 6,"VillaVilla Ytterby, Kungälvs kommun",98.0,71.0,169.0,5,1169,3100000
2015-06-24,Bollestad 140,"VillaVilla Kareby, Kungälvs kommun",110.0,5.0,115.0,6,19720,3200000
2015-06-23,Domsvägen 8,"VillaVilla Ytterby Tunge, Kungälvs kommun",160.0,0.0,160.0,5,1184,3200000
2015-06-17,Stora Risby 380,"VillaVilla Kungälv - Hålta, Kungälvs kommun",75.0,55.0,130.0,5,963,2200000
2015-06-16,Solvagnsgatan 16,"VillaVilla Ytterby - Stället, Kungälvs kommun",165.0,12.0,177.0,6,771,5275000
2015-06-16,Kyrkeby 340,"VillaVilla Kärna - Harestad, Kungälvs kommun",188.0,0.0,188.0,7,5010,3700000
2015-06-14,Lievägen 242,"VillaVilla Kungälv - Ullstorp, Kungälvs kommun",122.0,5.0,127.0,5,236,3970000
2015-06-14,Kungälvsvägen 22,"VillaVilla Kungälv Gamla Grinden, Kungälvs kommun",112.0,0.0,112.0,5,1548,3250000
2015-06-13,Årsnäs 460,"VillaVilla Solberga - Kode, Kungälvs kommun",40.0,0.0,40.0,3,2393,2300000
2015-06-12,Dammkärrsvägen 1,"VillaVilla Lycke, Kungälvs kommun",84.0,0.0,84.0,3,1078,2700000
2015-06-10,Hammarhöjden 690,"VillaVilla Kode, Kungälvs kommun",76.0,0.0,76.0,3,1141,1600000
2015-06-05,Slottsgatan 6,"VillaVilla Marstrand - Koön, Kungälvs kommun",126.0,14.0,140.0,6,340,8000000
2015-06-04,Högsberg 360,"VillaVilla Kode, Kungälvs kommun",72.0,65.0,137.0,3,2242,2500000
2015-06-04,Lefstad 190,"VillaVilla Bohuslän, Kungälvs kommun",65.0,68.0,133.0,3,1906,1975000
2015-06-03,Bredsten 118,"VillaVilla Ytterby, Kungälvs kommun",147.0,0.0,147.0,6,1570,4725000
2015-06-03,Hanekullen 210,"VillaVilla Kungälv - Kareby, Kungälvs kommun",148.0,30.0,178.0,5,1892,4150000
2015-05-31,Länsmansvägen 2,"VillaVilla Ytterby, Kungälvs kommun",195.0,195.0,390.0,7,1753,4200000
2015-05-29,Marieberg 220,"VillaVilla Romelanda, Kungälvs kommun",183.0,12.0,195.0,5,1541,3500000
2015-05-29,Sörgårdsvägen 510,"VillaVilla Kungälv Kärna Sundhammar, Kungälvs kommun",200.0,45.0,245.0,9,1930,3660000
2015-05-29,Sörgårdsvägen 530,"VillaVilla Kungälv Kärna Sundhammar, Kungälvs kommun",139.0,0.0,139.0,5,1337,3350000
2015-05-29,Husfrejagatan 4,"VillaVilla Kungälv Iskällan, Kungälvs kommun",127.0,174.0,301.0,7,938,3675000
2015-05-28,Bredsten 330,"VillaVilla Bredsten, Kungälvs kommun",180.0,0.0,180.0,6,3224,2650000
2015-05-27,Korpvägen 277,"VillaVilla Kungälv - Ullstorp, Kungälvs kommun",134.0,0.0,134.0,5,518,4730000
2015-05-23,Kvarnvägen 22,"VillaVilla Kungälv - Ingetorp, Kungälvs kommun",68.0,68.0,136.0,5,1318,2800000
2015-05-22,Korpvägen 265,"VillaVilla Kungälv, Kungälvs kommun",133.0,26.0,159.0,5,401,4750000
2015-05-20,Bagaregatan 15,"VillaVilla Kungälv centralt, Kungälvs kommun",191.0,0.0,191.0,6,735,4525000
2015-05-19,Västerhöjdsvägen 14,"VillaVilla Kärna, Kungälvs kommun",121.0,20.2,141.2,5,369,950000
2015-05-19,Madängsgatan 13,"VillaVilla Centralt Kungälv, Kungälvs kommun",154.0,15.0,169.0,7,740,3995000
2015-05-18,Gråstensvägen 37,"VillaVilla Kode, Kungälvs kommun",107.5,40.5,148.0,4,1374,3420000
2015-05-18,Klövergången 15,"VillaVilla Kungälv Centralt, Kungälvs kommun",125.0,0.0,125.0,4,401,3350000
2015-05-13,Hammarberg 885,"VillaVilla Kode, Kungälvs kommun",67.0,0.0,67.0,3,1195,1850000
2015-05-08,Kållen 130,"VillaVilla Romelanda, Kungälvs kommun",111.0,53.0,164.0,5,3756,2775000
2015-05-06,Vämneröd 120,"VillaVilla Kode, Kungälvs kommun",54.0,0.0,54.0,3,2283,1595000
2015-05-01,Duvesjön 344,"VillaVilla Bohuslän, Kungälvs kommun",120.0,50.0,170.0,4,1136,3325000
2015-04-30,Otterlyckevägen 13,"VillaVilla Marstrand - Instön, Kungälvs kommun",115.0,0.0,115.0,4,975,3300000
2015-04-30,Kyrkogatan 15,"VillaVilla Marstrandsön, Kungälvs kommun",115.0,25.0,140.0,6,367,10000000
2015-04-29,Björröd 310,"VillaVilla Kode, Kungälvs kommun",172.0,0.0,172.0,6,1514,3510000
2015-04-29,Hallsbergsvägen 14,"VillaVilla Kode, Kungälvs kommun",100.0,0.0,100.0,4,576,2880000
2015-04-27,Södra Ekelöv 155,"VillaVilla Hålta, Kungälvs kommun",140.0,66.0,206.0,6,2761,3395000
2015-04-23,Kungälvsvägen 73,"VillaVilla Grinden, Kungälvs kommun",93.0,51.0,144.0,5,1469,3525000
2015-04-18,Vämneröd 140,"VillaVilla Kode, Kungälvs kommun",133.0,0.0,133.0,4,2639,4100000
2015-04-16,Stenåldersgatan 36,"VillaVilla Ytterby - Stället, Kungälvs kommun",122.0,0.0,122.0,4,349,3950000
2015-04-16,Västra Röd 340,"VillaVilla Kärna - Harestad, Kungälvs kommun",117.0,66.0,183.0,6,1472,2150000
2015-04-16,Byvägen 59,"VillaVilla Ödsmålsmosse, Kungälvs kommun",104.0,20.0,124.0,4,1791,2900000
2015-04-16,Enskiftegatan 17,"VillaVilla Ytterby Tega, Kungälvs kommun",145.0,0.0,145.0,5,990,3700000
2019-01-04,Bergkristallvägen 15,"VillaVilla Kode, Kungälvs kommun",140.0,0.0,140.0,6,479,4330000
2018-12-30,Knaverstad-Ryr 590,"VillaVilla Aröd, Kungälvs kommun",90.0,0.0,90.0,3,1007,3000000
2018-12-28,Prästvägen 676,"VillaVilla Romelanda, Kungälvs kommun",222.0,0.0,222.0,5,1329,4150000
2018-12-27,Ranneberg  154,"VillaVilla Kärna, Kungälvs kommun",165.0,0.0,165.0,4,2381,5200000
2018-12-20,Ranneberg 155,"VillaVilla Kärna, Kungälvs kommun",155.0,42.0,197.0,0,2299,4500000
2018-12-20,Skålldal 140,"VillaVilla Bohuslän, Kungälvs kommun",266.0,42.0,308.0,8,1036,4300000
2018-12-19,Mariedalsvägen 1,"VillaVilla Kode, Kungälvs kommun",63.0,0.0,63.0,2,3432,1825000
2018-12-19,Mårdgatan 22,"VillaVilla Kungälv Centralt, Kungälvs kommun",158.0,0.0,158.0,6,940,5900000
2018-12-18,Enskiftegatan 5,"VillaVilla Ytterby, Kungälvs kommun",194.0,0.0,194.0,7,884,4800000
2018-12-18,Kvarndalsvägen 8C,"VillaVilla Lökeberg, Kungälvs kommun",155.0,0.0,155.0,5,1659,7050000
2018-12-17,Broberg 190,"VillaVilla Tjuvkil, Kungälvs kommun",67.0,0.0,67.0,4,1755,2000000
2018-12-16,Källeröd 210,"VillaVilla Kareby, Kungälvs kommun",121.0,159.0,280.0,5,2455,2550000
2018-12-12,Alelyckans väg 12,"VillaVilla Aröd, Kungälvs kommun",154.0,12.0,166.0,6,1392,3950000
2018-12-08,Kristinedalsgatan 5,"VillaVilla Kungälv, Kungälvs kommun",152.0,67.0,219.0,5,701,6650000
2018-12-07,Bollestad 152,"VillaVilla Ytterby, Kungälvs kommun",169.0,74.0,243.0,7,1762,4500000
2018-12-07,Lingonvägen 41,"VillaVilla Jordliden Munkegärde, Kungälvs kommun",115.0,0.0,115.0,5,399,4275000
2018-12-03,Häradsvägen 62,"VillaVilla Ytterby, Kungälvs kommun",130.0,0.0,130.0,7,390,3800000
2018-12-01,Hammar 375,"VillaVilla Bohuslän, Kungälvs kommun",98.0,65.0,163.0,6,2371,4630000
2018-11-29,Skogsvägen  20,"VillaVilla Ingetorp, Kungälvs kommun",101.0,0.0,101.0,5,1318,2715000
2018-11-29,Harkeröd 310,"VillaVilla Hålta, Kungälvs kommun",71.0,59.0,130.0,5,1245,3050000
2018-11-28,Prästbol 165,"VillaVilla Aröd, Kungälvs kommun",171.0,0.0,171.0,6,2805,5700000
2018-11-27,Duvesjön 374,"VillaVilla Duvesjön, Kungälvs kommun",110.0,0.0,110.0,4,1000,3590000
2018-11-26,Ulvebackegatan 28,"VillaVilla Bohuslän, Kungälvs kommun",128.0,32.0,160.0,6,793,4750000
2018-11-23,Hammar 310,"VillaVilla Bohuslän, Kungälvs kommun",124.0,0.0,124.0,5,1035,3200000
2018-11-23,Rostock 364,"VillaVilla Romelanda, Kungälvs kommun",140.4,0.0,140.4,5,1148,5100000
2018-11-23,Stenåldersgatan 6,"VillaVilla Ytterby, Kungälvs kommun",104.0,0.0,104.0,4,318,3725000
2018-11-21,Torp 310,"VillaVilla Kareby, Kungälvs kommun",149.0,78.0,227.0,6,3051,4300000
2018-11-21,Tyftervägen 20,"VillaVilla Bohuslän, Kungälvs kommun",154.0,13.0,167.0,5,572,4300000
2018-11-20,Harkvägen 357,"VillaVilla Ullstorp, Kungälvs kommun",111.0,0.0,111.0,4,572,5000000
2018-11-18,Grindklykan 27,"VillaVilla Grinden, Kungälvs kommun",112.0,0.0,112.0,4,546,4400000
2018-11-18,Häggvägen 10,"VillaVilla Ytterby, Kungälvs kommun",101.0,101.0,202.0,5,851,4170000
2018-11-18,Hemmansgatan 11,"VillaVilla Tega, Kungälvs kommun",133.0,11.0,144.0,5,756,3900000
2018-11-14,Komministergatan 3,"VillaVilla Kungälv - Centrum, Kungälvs kommun",120.0,80.0,200.0,7,678,5950000
2018-11-12,Djupuddsvägen  30,"VillaVilla Instön, Kungälvs kommun",135.0,15.0,150.0,3,1336,4800000
2018-11-09,Staby 130,"VillaVilla Kärna, Kungälvs kommun",109.0,82.0,191.0,5,9529,4020000
2018-11-09,Munkegärdegatan 253,"VillaVilla Munkegärde, Kungälvs kommun",134.0,110.0,244.0,7,899,5750000
2018-11-09,Rosenstensvägen 6,"VillaVilla Kode, Kungälvs kommun",123.0,0.0,123.0,5,485,3700000
2018-11-05,Nerebyskogens väg 14,"VillaVilla Kärna - Harestad, Kungälvs kommun",33.0,0.0,33.0,2,1821,1380000
2018-11-01,Bergåsvägen 22,"VillaVilla Ytterby, Kungälvs kommun",153.0,40.0,193.0,7,710,4500000
2018-10-30,Nordängen 10,"VillaVilla Sundhammar, Kungälvs kommun",174.0,16.0,190.0,5,1331,4900000
2018-10-29,Apelviksgatan 7,"VillaVilla Centrum, Kungälvs kommun",125.0,125.0,250.0,5,445,4750000
2018-10-29,Ranneberg 170,"VillaVilla Romelanda, Kungälvs kommun",90.0,0.0,90.0,4,1265,1960000
2018-10-28,Vesslegatan 3,"VillaVilla Olseröd, Kungälvs kommun",131.0,12.0,143.0,4,376,4500000
2018-10-26,Bärnstensvägen 6,"VillaVilla Kode, Kungälvs kommun",93.0,92.0,185.0,5,1009,3250000
2018-10-26,Solvagnsgatan 7,"VillaVilla Kungälv, Kungälvs kommun",137.0,8.0,145.0,6,362,5175000
2018-10-25,Hallsbrovägen 3,"VillaVilla Bohuslän, Kungälvs kommun",74.0,0.0,74.0,3,1801,2500000
2018-10-24,Tjäderstigen 8,"VillaVilla Centralt - Kungälv, Kungälvs kommun",126.0,0.0,126.0,4,362,4300000
2018-10-23,Tegskiftegatan 50,"VillaVilla Ytterby, Kungälvs kommun",112.0,57.0,169.0,5,856,4000000
2018-10-22,Fontinvägen 12,"VillaVilla Centralt - Kungälv, Kungälvs kommun",231.0,0.0,231.0,9,1269,6600000
2018-10-19,Skårby station 355,"VillaVilla Kareby, Kungälvs kommun",150.0,0.0,150.0,4,2260,4140000
2020-11-11,Slottsgatan 11,"VillaVilla Marstrand - Koön, Kungälvs kommun",142.0,0.0,142.0,5,448,14000000
2020-11-10,Duvesjön 359,"VillaVilla Diseröd, Kungälvs kommun",117.0,40.0,157.0,4,1091,4170000
2020-11-09,Dalvägen 17,"VillaVilla Ödsmålsmosse, Kungälvs kommun",45.0,40.0,85.0,4,1036,2800000
2020-11-04,Bergkristallvägen 25,"VillaVilla Kode, Kungälvs kommun",127.0,0.0,127.0,5,531,4700000
2020-11-04,Guddeby 172,"VillaVilla Ytterby, Kungälvs kommun",143.0,0.0,143.0,6,1090,5275000
2020-10-29,Kornhall 210,"VillaVilla Kornhall, Kungälvs kommun",110.0,22.0,132.0,5,570,4060000
2020-10-26,Olserödsgatan 32,"VillaVilla Olseröd, Kungälvs kommun",118.0,0.0,118.0,6,274,3905000
2020-10-26,Nolhagsvägen 22,"VillaVilla Aröd, Kungälvs kommun",102.0,71.0,173.0,5,3489,5000000
2020-10-23,Solberga 510,"VillaVilla Solberga, Kungälvs kommun",98.0,58.0,156.0,4,1517,4195000
2020-10-23,Grindbacken 17,"VillaVilla Grinden, Kungälvs kommun",191.0,20.0,211.0,6,958,8600000
2020-10-22,Skårby station 453,"VillaVilla Kareby, Kungälvs kommun",129.0,0.0,129.0,5,950,3995000
2020-10-19,Nämndemansvägen 25,"VillaVilla Ytterby, Kungälvs kommun",136.0,25.0,161.0,4,560,4850000
2020-10-16,Harkeröd 380,"VillaVilla Hålta, Kungälvs kommun",121.0,0.0,121.0,4,1375,2995000
2020-10-15,Briljantvägen 23,"VillaVilla Kode, Kungälvs kommun",149.0,0.0,149.0,6,445,4150000
2020-10-13,Överås 110,"VillaVilla Ytterby, Kungälvs kommun",168.0,57.0,225.0,6,26600,6545000
2020-10-13,Glose 660,"VillaVilla Kärna, Kungälvs kommun",81.0,0.0,81.0,3,1703,2900000
2020-10-10,Klockarvägen 4,"VillaVilla Diseröd, Kungälvs kommun",154.0,0.0,154.0,6,561,3800000
2020-10-09,Hagtornsvägen 7,"VillaVilla Diseröd, Kungälvs kommun",112.0,112.0,224.0,6,825,4500000
2020-10-08,Stenåldersgatan 52,"VillaVilla Stället, Kungälvs kommun",117.0,0.0,117.0,4,345,4800000
2020-10-07,Diamantvägen 36,"VillaVilla Kungälv - Kode, Kungälvs kommun",123.0,0.0,123.0,5,510,3775000
2020-10-07,Hammar 350,"VillaVilla Kornhall, Kungälvs kommun",148.0,0.0,148.0,6,1143,4500000
2020-10-01,Munkegärdegatan 21,"VillaVilla Munkegärde, Kungälvs kommun",118.0,0.0,118.0,4,179,4300000
2020-09-30,Häljeröd 130,"VillaVilla Bohuslän, Kungälvs kommun",128.0,0.0,128.0,4,1267,3930000
2020-09-29,Solbräcke 212,"VillaVilla Solbräcke, Kungälvs kommun",144.0,0.0,144.0,6,976,4995000
2020-09-28,Korpvägen 265,"VillaVilla Ullstorp, Kungälvs kommun",133.0,18.0,151.0,6,401,5950000
2020-09-28,Vallhjonsgatan 8,"VillaVilla Marstrand - Koön, Kungälvs kommun",162.0,0.0,162.0,6,748,8500000
2020-09-26,Hallbjörtorp 370,"VillaVilla Kärna, Kungälvs kommun",30.0,30.0,60.0,2,1535,2900000
2020-09-26,Rådmansgatan 4,"VillaVilla Kungälv - Centrum, Kungälvs kommun",221.0,10.0,231.0,6,678,6400000
2020-09-25,Knaverstad-Ryr 590,"VillaVilla Aröd, Kungälvs kommun",80.0,0.0,80.0,3,1007,3100000
2020-09-24,Häljeröd 390,"VillaVilla Diseröd, Kungälvs kommun",115.0,37.0,152.0,5,3700,4500000
2020-09-24,Grenvägen 9,"VillaVilla Tjuvkil, Kungälvs kommun",56.0,2.0,58.0,3,1215,2530000
2020-09-24,Solskiftegatan 29,"VillaVilla Ytterby, Kungälvs kommun",192.0,56.0,248.0,7,932,5700000
2020-09-23,Hermelingatan 11,"VillaVilla Kungälv - Olseröd, Kungälvs kommun",126.0,25.0,151.0,5,548,5600000
2020-09-22,Ställets bygata 160,"VillaVilla Ytterby - Stället, Kungälvs kommun",165.0,0.0,165.0,7,823,5900000
2020-09-21,Västerhöjdsvägen 30,"VillaVilla Kärna, Kungälvs kommun",104.0,0.0,104.0,5,250,3760000
2020-09-21,Havregången 11,"VillaVilla Centrum, Kungälvs kommun",150.0,42.0,192.0,4,588,4400000
2020-09-20,Nereby 340,"VillaVilla Harestad, Kungälvs kommun",129.0,0.0,129.0,5,1344,2700000
2020-09-18,Länsmansvägen 5,"VillaVilla Ytterby, Kungälvs kommun",108.0,136.0,244.0,5,573,4600000
2020-09-17,Duvesjön 302,"VillaVilla Duvesjön, Kungälvs kommun",120.0,74.0,194.0,4,1506,5615000
2020-09-16,Skårby station 455,"VillaVilla Bohuslän, Kungälvs kommun",0.0,0.0,0.0,0,800,3995000
2020-09-16,Klövergången 6,"VillaVilla Centralt, Kungälvs kommun",120.0,0.0,120.0,5,402,3440000
2020-09-15,Västerhöjdsvägen 40,"VillaVilla Kärna, Kungälvs kommun",107.0,8.0,115.0,4,274,4100000
2020-09-13,Dösebacka 450,"VillaVilla Diseröd, Kungälvs kommun",104.0,40.0,144.0,5,4320,3520000
2020-09-11,Duvesjön 362,"VillaVilla Diseröd, Kungälvs kommun",120.0,0.0,120.0,4,1024,4220000
2020-09-11,Fjärdingsgatan 9,"VillaVilla Ytterby, Kungälvs kommun",120.0,68.0,188.0,5,1680,4650000
2020-09-10,Havregången 9,"VillaVilla Kungälv, Kungälvs kommun",181.0,0.0,181.0,7,402,4415000
2020-09-10,Stinneröd 160,"VillaVilla Romelanda, Kungälvs kommun",96.0,0.0,96.0,5,1815,3525000
2020-09-09,Löstorp 180,"VillaVilla Kareby, Kungälvs kommun",48.0,20.0,68.0,0,84425,5500000
2020-09-09,Trankärr 210,"VillaVilla Centralt, Kungälvs kommun",209.0,47.0,256.0,8,2855,6700000
2020-09-09,Trankärr 230,"VillaVilla Centralt, Kungälvs kommun",152.0,34.0,186.0,6,2056,4795000
2013-11-29,Rishammar 260,"VillaVilla Bohuslän, Kungälvs kommun",154.0,86.0,240.0,7,2982,2525000
2013-11-29,Skurhagagatan 4,"VillaVilla Centralt, Kungälvs kommun",190.0,75.0,265.0,7,798,2750000
2013-11-27,Domsvägen 4,"VillaVilla Ytterby, Kungälvs kommun",98.0,77.0,175.0,5,858,2150000
2013-11-25,Åldermansvägen 9,"VillaVilla Ytterby, Kungälvs kommun",174.0,74.0,248.0,5,1119,3600000
2013-11-15,Västerhöjdsvägen 24,"VillaVilla Kärna, Kungälvs kommun",150.0,0.0,150.0,5,596,4160000
2013-11-15,Thorilds Gränd 9,"VillaVilla Centralt, Kungälvs kommun",121.0,3.0,124.0,4,422,4610000
2013-11-13,Åldermansvägen 12,"VillaVilla Ytterby, Kungälvs kommun",124.0,124.0,248.0,5,909,3745000
2013-11-12,Lundby 380,"VillaVilla Kareby, Kungälvs kommun",140.0,0.0,140.0,4,1818,2900000
2013-11-11,Oskarsbergsgatan 34,"VillaVilla Tega, Kungälvs kommun",119.0,48.0,167.0,4,773,3020000
2013-11-04,Fontinvägen 26,"VillaVilla Centralt, Kungälvs kommun",166.0,63.0,229.0,6,1083,4675000
2013-10-31,Jägarvägen 6,"VillaVilla Bohuslän, Kungälvs kommun",159.0,16.0,175.0,5,564,2200000
2013-10-25,Komministergatan 16,"VillaVilla Centralt, Kungälvs kommun",175.0,100.0,275.0,7,723,5100000
2013-10-22,Fredkullagatan 24,"VillaVilla Centralt, Kungälvs kommun",80.0,40.0,120.0,4,918,2440000
2013-10-18,Ulvesund 305,"VillaVilla Ytterby-Ulvesund, Kungälvs kommun",154.0,0.0,154.0,7,775,2690000
2013-10-18,Vävra 535,"VillaVilla Vävra, Kungälvs kommun",60.0,0.0,60.0,3,1069,1460000
2013-10-11,Åsleröd 110,"VillaVilla Ytterby, Kungälvs kommun",57.0,57.0,114.0,3,975,1555000
2013-10-11,Rundsvallen 150,"VillaVilla Ytterby - Rundsvallen, Kungälvs kommun",142.0,15.0,157.0,5,1440,2850000
2013-10-11,Krappvägen 574,"VillaVilla Ullstorp, Kungälvs kommun",170.0,29.0,199.0,5,807,4845000
2013-10-09,Staby 774,"VillaVilla Kärna, Kungälvs kommun",121.0,0.0,121.0,4,1127,2740000
2013-10-08,Glose 590,"VillaVilla Glose, Kungälvs kommun",108.0,57.0,165.0,5,1799,1850000
2013-10-08,Svärdgatan 6,"VillaVilla Stället, Kungälvs kommun",137.0,8.0,145.0,5,392,3560000
2013-10-03,Drakegatan 8,"VillaVilla Centralt, Kungälvs kommun",121.0,39.0,160.0,4,853,3400000
2013-09-18,Hällevad 140,"VillaVilla Duvesjön, Kungälvs kommun",144.0,58.0,202.0,6,2077,2955000
2013-09-13,Holm 230,"VillaVilla Kärna, Kungälvs kommun",155.0,7.0,162.0,6,2861,3700000
2013-09-09,Braseröd 120,"VillaVilla Romelanda, Kungälvs kommun",108.0,8.0,116.0,4,7164,1895000
2013-08-30,Lahälla 760,"VillaVilla Lahälla, Kungälvs kommun",181.0,60.0,241.0,5,2559,4500000
2013-08-30,Olsegården 13,"VillaVilla Olseröd, Kungälvs kommun",140.0,32.0,172.0,5,375,3280000
2013-08-28,Heden 180,"VillaVilla Ytterby-Ulvesund, Kungälvs kommun",60.0,57.0,117.0,3,2279,2500000
2013-08-28,Brunnefjäll 132,"VillaVilla Kärna - Vedhall, Kungälvs kommun",220.0,0.0,220.0,6,1076,4490000
2013-08-27,Kållstorp 140,"VillaVilla Kärna - Harestad, Kungälvs kommun",110.0,0.0,110.0,5,3436,1360000
2013-08-26,Rönnvägen 14,"VillaVilla Romelanda - Diseröd, Kungälvs kommun",109.0,109.0,218.0,6,1059,2710000
2013-08-20,Ängsgatan 13,"VillaVilla Centralt, Kungälvs kommun",111.0,92.0,203.0,4,564,2550000
2013-08-15,Strandgatan 10B,"VillaVilla Centralt, Kungälvs kommun",101.0,6.5,107.5,4,414,3230000
2013-08-15,Marielundsvägen 16,"VillaVilla Marstrand - Koön, Kungälvs kommun",163.0,0.0,163.0,5,702,4500000
2013-08-15,Kuskalundsvägen 12,"VillaVilla Vävra, Kungälvs kommun",87.0,0.0,87.0,4,1379,1835000
2013-08-13,Vävra 705,"VillaVilla Hålta, Kungälvs kommun",118.0,11.0,129.0,4,1206,2450000
2013-08-05,Rönnvägen 1,"VillaVilla Romelanda - Diseröd, Kungälvs kommun",98.0,71.0,169.0,5,941,2250000
2013-07-22,Slånvägen 5,"VillaVilla Kärna, Kungälvs kommun",207.0,209.0,416.0,9,2017,3550000
2013-07-18,Dalen 240,"VillaVilla Kärna, Kungälvs kommun",85.0,0.0,85.0,3,2611,1750000
2013-07-09,Duvesjön 210,"VillaVilla Duvesjön, Kungälvs kommun",133.0,0.0,133.0,5,1768,2750000
2013-07-03,Duvesjön 234,"VillaVilla Bohuslän, Kungälvs kommun",119.0,0.0,119.0,4,1147,3000000
2013-06-25,Åsebyberg 680,"VillaVilla Åsebyberg, Kungälvs kommun",51.0,0.0,51.0,2,1206,1550000
2013-06-18,Ulvesund 408,"VillaVilla Ytterby-Ulvesund, Kungälvs kommun",52.0,0.0,52.0,3,805,1600000
2013-06-13,Karantänsgatan 4,"VillaVilla Bohuslän, Kungälvs kommun",145.0,70.0,215.0,7,619,4000000
2013-06-12,Skogsvägen 20,"VillaVilla Ingetorp, Kungälvs kommun",101.0,0.0,101.0,4,1318,1785000
2013-06-09,Rörtången 123,"VillaVilla Rörtången, Kungälvs kommun",101.0,70.0,171.0,3,1010,3600000
2013-05-31,Toreby 280,"VillaVilla Kärna - Harestad, Kungälvs kommun",146.0,0.0,146.0,6,2013,2770000
2013-05-30,Kållstorp 140,"VillaVilla Kärna - Harestad, Kungälvs kommun",110.0,0.0,110.0,5,3436,1700000
2013-05-29,Lievägen 224,"VillaVilla Ullstorp, Kungälvs kommun",122.0,0.0,122.0,5,304,3470000
2013-05-29,Beryllvägen 14,"VillaVilla Kode, Kungälvs kommun",145.0,0.0,145.0,5,434,3020000
2021-10-26,Olserödsgatan 16,"VillaVilla Olseröd, Kungälvs kommun",118.0,0.0,118.0,5,238,4300000
2021-10-20,Lundby 330,"VillaVilla Kungälv - Kareby, Kungälvs kommun",123.0,33.0,156.0,4,1870,4175000
2021-10-20,Tega 190,"VillaVilla Ytterby, Kungälvs kommun",223.0,129.0,352.0,9,1154,4500000
2021-10-19,Prästvägen 721,"VillaVilla Diseröd, Kungälvs kommun",210.0,60.0,270.0,7,1096,5900000
2021-10-14,Guntorpsvägen 12,"VillaVilla Kode, Kungälvs kommun",139.0,70.0,209.0,8,1039,4130000
2021-10-13,Vetegången 15,"VillaVilla Centrum, Kungälvs kommun",124.0,0.0,124.0,4,403,4800000
2021-10-12,Vävra 470,"VillaVilla Hålta, Kungälvs kommun",160.0,10.0,170.0,5,3244,3750000
2021-10-06,Källeröd 140,"VillaVilla Kareby, Kungälvs kommun",103.0,143.0,246.0,7,1769,6000000
2021-10-06,Lingonvägen 24,"VillaVilla Munkegärde, Kungälvs kommun",142.0,0.0,142.0,6,334,5650000
2021-10-06,Rishammarvägen 14,"VillaVilla Kareby, Kungälvs kommun",168.0,84.0,252.0,5,795,6500000
2021-10-01,Tyftervägen 30,"VillaVilla Diseröd, Kungälvs kommun",61.0,40.0,101.0,6,1683,2700000
2021-10-01,Västra Strandgatan 1,"VillaVilla Kungälv - Centrum, Kungälvs kommun",120.0,58.0,178.0,6,640,6175000
2021-10-01,Bremnäs 520,"VillaVilla Lycke, Kungälvs kommun",44.0,0.0,44.0,3,3048,2675000
2021-09-30,Halleravägen 2,"VillaVilla Kärna, Kungälvs kommun",83.0,0.0,83.0,4,1183,5561000
2021-09-30,Prästvägen 395,"VillaVilla Kareby, Kungälvs kommun",212.0,0.0,212.0,6,4712,7200000
2021-09-30,Holmängen 150,"VillaVilla Kärna, Kungälvs kommun",117.0,60.0,177.0,4,1276,5400000
2021-09-29,Broberg 190,"VillaVilla Kungälv - Lycke, Kungälvs kommun",67.0,0.0,67.0,4,1755,2075000
2021-09-27,Hallbjörtorp 500,"VillaVilla Kärna, Kungälvs kommun",162.0,0.0,162.0,6,2752,6150000
2021-09-25,Bokvägen 5,"VillaVilla Centrum, Kungälvs kommun",89.0,89.0,178.0,5,636,6800000
2021-09-24,Byvägen 38,"VillaVilla Rörtången/ödsmålsmosse, Kungälvs kommun",30.0,0.0,30.0,5,1266,2680000
2021-09-24,Safirvägen 5,"VillaVilla Kode, Kungälvs kommun",187.0,0.0,187.0,7,765,4720000
2021-09-21,Skårby 590,"VillaVilla Kareby, Kungälvs kommun",107.0,10.0,117.0,4,1132,4300000
2021-09-20,Skårby station 470,"VillaVilla Kungälv - Kareby, Kungälvs kommun",35.0,0.0,35.0,2,1501,1250000
2021-09-17,Älggatan 20,"VillaVilla Klöverbacken - Olseröd, Kungälvs kommun",95.0,0.0,95.0,4,0,4120000
2021-09-16,Målardalen 210,"VillaVilla Kode, Kungälvs kommun",130.0,26.0,156.0,9,3056,3325000
2021-09-16,Ingegatan 6R,"VillaVilla Komarken, Kungälvs kommun",149.0,71.0,220.0,7,152,5000000
2021-09-16,Häljeröd 385,"VillaVilla Romelanda, Kungälvs kommun",201.0,0.0,201.0,5,2639,5825000
2021-09-15,Halleravägen 17,"VillaVilla Kovikshamn, Kungälvs kommun",74.0,18.0,92.0,4,1215,5110000
2021-09-14,Skolstigen 4,"VillaVilla Kungälv - Centralt, Kungälvs kommun",174.0,74.0,248.0,7,763,6700000
2021-09-13,Toreby 390,"VillaVilla Harestad-Toreby, Kungälvs kommun",115.0,78.0,193.0,5,1819,4720000
